facility-code,facility-name,province,county,district,division,type,owner,sub-location,description-of-location,constituency,nearest-town,beds,cots,town,job-title-of-in-charge,open-24_hours,open-weekends,operational-status
10625,Kiria-Ini_Dispensary,Central,Murang'a,Mathioya,Mathioya,Dispensary,Ministry_of_Health,Kiriaini,Kiriaini_town_next_to_kiriaini_mission_hospital,MATHIOYA,Kiriaini,0,0,Murang'a,Nursing_Officer_in_Charge,N,N,Operational
10626,Kiriaini_Medical_Clinic,Central,Murang'a,Mathioya,Mathioya,Medical_Clinic,Private_Enterprise_(Institution),Kiriaini,,MATHIOYA,Kiriaini,0,0,,,N,N,Operational
10627,Kiria-Ini_Mission_Hospital,Central,Murang'a,Mathioya,Mathioya,Other_Hospital,Other_Faith_Based,Kiriaini,,MATHIOYA,Kiriaini,0,0,,,N,N,Operational
12331,Kiriani_Dispensary,Eastern,Tharaka_Nithi,Maara,Mwimbi,Dispensary,Christian_Health_Association_of_Kenya,Murugi,,CHUKA_IGAMBANGOMBE,Chogoria,0,0,Magutni_Chogoria,,N,N,Operational
12332,Kiriari_(ACK)_Dispensary,Eastern,Embu,Manyatta,Manyatta,Dispensary,Christian_Health_Association_of_Kenya,Kiriari,,MANYATTA,Kiriari,0,0,Embu,Nursing_Officer_in_Charge,N,N,Operational
20517,Kiriba_Dispensary,Rift_Valley,Bomet,Chepalungu,SIONGIROI,Dispensary,Ministry_of_Health,KIRIBA,"
_",CHEPALUNGU,KAPKWEN_MARKET,4,1,BOMET,Nursing_Officer_in_Charge,N,N,Operational
14937,Kiribwet_Dispensary,Rift_Valley,Narok,Trans_Mara_East,Emurua_Dikirr,Dispensary,Ministry_of_Health,Kiribwet,Next_to_Kiribwet_market,KILGORIS,Kiribwet_Market,0,0,Chebunyo,Nursing_Officer_in_Charge,N,N,Operational
14938,Kiricha_Dispensary,Rift_Valley,Bomet,Sotik,Ndanai,Dispensary,Ministry_of_Health,Kiricha,4_Kms_Off_Sotik_-Ndanai_From__Kapkelei_Junction,SOTIK_(PART),Ndanai,0,0,Ndanai,Nursing_Officer_in_Charge,N,N,Operational
10628,Kirichu_Market_Medical_Clinic,Central,Nyeri,Nyeri_Central,Municipality,Medical_Clinic,Private_Practice_-_Nurse_/_Midwife,Gachika,situated_at_Kirichu_trading_centre,NYERI_TOWN,Kirichu,0,0,Nyeri,Nursing_Officer_in_Charge,N,N,Operational
12333,Kirie_Dispensary,Eastern,Embu,Mbeere_North,Siakago,Dispensary,Ministry_of_Health,Kirie,,SIAKAGO,Kirie,1,0,Ishiara,,N,N,Operational
12334,Kirie_Mission_Clinic,Eastern,Embu,Mbeere_North,Siakago,Dispensary,Other_Faith_Based,Kirie,,SIAKAGO,Kirie,0,0,,,N,N,Operational
10629,Kiriita_Forest_Dispensary,Central,Kiambu,Lari,Lari,Dispensary,Ministry_of_Health,Bathi,From_Nairobi_Nakuru_Highway_Near_The_District_Commissioner's_Offices_Lari_District_Next_to_KENVO,LARI,Kimende,0,0,Matathia,,N,N,Operational
10630,Kirima_Dispensary,Central,Nyandarua,Nyandarua_North,Ndaragwa,Dispensary,Ministry_of_Health,Kirima,Off__Nyahururu_-_Shamata_rd_about_15_km_from_Subuku_Kirima_junction,NDARAGWA,Olkalau_,0,0,Kaheho,Nursing_Officer_in_Charge,N,N,Operational
19143,Kirimampio_Dispensary,Eastern,Meru,Igembe_South,Igembe_S_East,Dispensary,Ministry_of_Health,Bwetha,Near_Athiru_Gaiti_Market,IGEMBE,Athiru_Gaiti_Market,0,0,Maua,Nursing_Officer_in_Charge,N,N,Operational
10631,Kirimara_Clinic,Central,Kirinyaga,Kirinyaga_South,Mwea,Medical_Clinic,Private_Practice_-_Nurse_/_Midwife,Nyangati,Mururi_town,MWEA,Mururi,0,0,Embu,Nursing_Officer_in_Charge,N,N,Not-Operational
16842,Kirimara_Medical_Clinic,Eastern,Meru,Meru_Central,Abothuguchi_West,Medical_Clinic,Private_Enterprise_(Institution),Gakurueni,,CENTRAL_IMENTI,Githongo_Market,0,0,Githongo,Nursing_Officer_in_Charge,N,N,Operational
19770,Kirimara_Optical,Central,Nyeri,Nyeri_Central,,Eye_Centre,Private_Enterprise_(Institution),,,NYERI_TOWN,Nyeri_Town,0,0,,,N,Y,Operational
10632,Kirimukuyu_Medical_Clinic,Central,Nyeri,Mathira_West,Mathira,Medical_Clinic,Private_Practice_-_Clinical_Officer,Kianjogu,,MATHIRA,wariruta,0,0,,Clinical_Officer,N,N,Operational
14515,Kirimun_GK_Dispensary,Rift_Valley,Samburu,Samburu_Central,Lorroki,Dispensary,Ministry_of_Health,Kirimun,Next_to_Police_station,SAMBURU_WEST,Kirimun,0,0,Maralal,Nursing_Officer_in_Charge,N,N,Operational
12335,Kirin_Agribio_(Yoder)_Clinic,Eastern,Embu,Mbeere_South,Gachoka,Medical_Clinic,Private_Enterprise_(Institution),Gachuriri,,GACHOKA,Gachuriri,0,0,,,N,N,Operational
12336,Kirindine_Nursing_Home,Eastern,Meru,Tigania_West,Uringu,Nursing_Home,Private_Enterprise_(Institution),Kilenchune,,TIGANIA_WEST,Kianjai,2,0,Meru,,N,N,Operational
10633,Kirinyaga_Laboratory_Supplies,Central,Kirinyaga,Kirinyaga_Central,Central,Laboratory_(Stand-alone),Private_Enterprise_(Institution),Kaguyu,Opposite_Kerugoya_District_hospital,KERUGOYA/KUTUS,Kerugoya,0,0,,,N,N,Operational
20676,Kirinyaga_University_College_Dispensary,Central,Kirinyaga,Kirinyaga_Central,Kerugoya,Dispensary,Other_Public_Institution,Nduini,The_facility_is_in_Kirinyaga_University_College_premises_,KERUGOYA/KUTUS,Kutus,0,0,Kerugoya,Clinical_Officer,N,N,Operational
10634,Kiriogo_Dispensary,Central,Nyandarua,Nyandarua_North,Ndaragwa,Dispensary,Ministry_of_Health,Kiriogo,Off_Ndaragwa-_Nyeri_RD_8km_from_Wiyumiririe_shopping_centre,NDARAGWA,Wiyumiririe,0,0,,,N,N,Operational
20654,Kiriri_Dispensary,Central,Kiambu,Limuru,,Dispensary,Ministry_of_Health,,,LIMURU,,0,0,Nderu,Nursing_Officer_in_Charge,N,Y,Operational
16466,Kiritiri_Health_Centre,Eastern,Embu,Mbeere_South,Gachoka,Health_Centre,Ministry_of_Health,Kithunthiri,,GACHOKA,Kiritiri,9,0,Kiritiri,Nursing_Officer_in_Charge,N,N,Operational
12337,Kirogine_Dispensary,Eastern,Meru,Imenti_South,Abogeta,Dispensary,Ministry_of_Health,Kothine,Along_Nkubu-Mitunguu_road_near_Kirogine_market,SOUTH_IMENTI,Kanyakine_Mkt,0,0,Kanyakine,Nursing_Officer_in_Charge,N,N,Operational
16592,Kirogine_Medical_Clinic,Eastern,Meru,Imenti_North,Miriga_Mieru_West,Medical_Clinic,Private_Enterprise_(Institution),,,NORTH_IMENTI,Meru,0,0,,,N,N,Operational
10635,Kirogo_Dispensary,Central,Kirinyaga,Kirinyaga_South,Mwea,Dispensary,Ministry_of_Health,Kirogo,Near_Kirogo_pri._school,MWEA,Wanguru,0,0,Wanguru,Nursing_Officer_in_Charge,N,N,Operational
10636,Kirogo_Health_Centre,Central,Murang'a,Kahuro,Kahuro,Health_Centre,Ministry_of_Health,Kirogo,Karuri_Shopping_Centre,KIHARU,Muranga,6,6,Murang'a,Clinical_Officer,Y,Y,Operational
14939,Kiromwok_Dispensary,Rift_Valley,Bomet,Bomet_East,Bomet_East,Dispensary,Ministry_of_Health,Kiromwok,Near_Kiromwok_Market,BOMET,Kiromwok_Secondary_School,0,0,Bomet,Nursing_Officer_in_Charge,N,N,Operational
19391,Kirongoi_Dispensary,Rift_Valley,Nandi,Nandi_South,Aldai,Dispensary,Ministry_of_Health,Kapkerer,Along_Serem_-Kambogi_road_1_km_West_of_Banja_market,ALDAI,Banja,0,0,Bonja,,N,N,Not-Operational
12338,Kiroo_Clinic,Eastern,Tharaka_Nithi,Maara,Mwimbi,Medical_Clinic,Private_Practice_-_Clinical_Officer,Kiroo,,CHUKA_IGAMBANGOMBE,Chogoria,0,0,Chogoria,,N,N,Operational
18850,Kiroone_Dispensary,Eastern,Meru,Imenti_South,,Dispensary,Ministry_of_Health,,,SOUTH_IMENTI,,0,0,,,N,N,Operational
14906,Kiropket_Dispensary,Rift_Valley,Nandi,Nandi_Central,Kapsabet,Dispensary,Ministry_of_Health,Meswo,,EMGWEN,Kapsabet,0,0,Kapsabet,Nursing_Officer_in_Charge,N,N,Operational
12339,Kirumi_Dispensary,Eastern,Tharaka_Nithi,Maara,Mwimbi,Dispensary,Ministry_of_Health,Kirumi,,CHUKA_IGAMBANGOMBE,Chogoria,0,,Magutni_Chogoria,,N,N,Operational
16678,Kiruri_Dispensary_(Laikipia_West),Rift_Valley,Laikipia,Laikipia_West,Rumuruti,Dispensary,Ministry_of_Health,Mutara,From_Rumuruti_Town_you_reach_Mutara_then_5_kms_to_Kiriru_facility_located_within_Kiriru_Centre,LAIKIPIA_WEST,Rumuruti_Town,0,0,Rumuruti,Nursing_Officer_in_Charge,N,N,Operational
10637,Kiruri_Dispensary_(Muranga_North),Central,Murang'a,Muranga_West,Kangema,Dispensary,Ministry_of_Health,Muguru,Kiruri_Shopping_Cantre,KANGEMA,Kiruri_Market,0,0,Murang'a,Nursing_Officer_in_Charge,N,N,Operational
10638,Kirurumi_Dispensary,Central,Nyeri,Tetu,Tetu,Dispensary,Ministry_of_Health,Kirurumi,,TETU,Kirurumi,0,0,Nyeri,Nursing_Officer_in_Charge,N,N,Operational
10640,Kirwara_Health_Clinic,Central,Murang'a,Gatanga,Gatanga,Medical_Clinic,Private_Enterprise_(Institution),Gatanga,,GATANGA,,5,0,,,N,N,Operational
10639,Kirwara_Sub_District,Central,Murang'a,Gatanga,Gatanga,Sub-District_Hospital,Ministry_of_Health,Gatanga,Along_Gatanga-Gatura_Road_Next_to_Kirwara_Market,GATANGA,Kirwara,16,0,_Thika,Medical_Superintendant,Y,Y,Operational
19345,Kisaju_Health_Care_Isinya,Rift_Valley,Kajiado,Isinya,Isinya,Medical_Clinic,Private_Enterprise_(Institution),Isinya,Isinya_Town,KAJIADO_NORTH,Isinya,3,0,,Clinical_Officer,Y,Y,Operational
19346,Kisaju_Medical_Clinic,Rift_Valley,Kajiado,Isinya,Isinya,Medical_Clinic,Private_Practice_-_Nurse_/_Midwife,Isinya,Kisaju_Trading_Center_Namanga_Road,KAJIADO_NORTH,Isinya,0,0,,Nursing_Officer_in_Charge,N,Y,Operational
13700,Kisaku_Dispensary,Nyanza,Homa_Bay,Suba,Gwassi,Dispensary,Ministry_of_Health,Kisaku,,GWASI,Magunga,6,0,Magunga,Nursing_Officer_in_Charge,N,N,Operational
14940,Kisanana_Health_Centre,Rift_Valley,Baringo,Mogotio,Kisanana,Health_Centre,Ministry_of_Health,Kisanana,Kisanana_DO_s_Office,MOGOTIO,Mogotio,5,0,Mogotio,Clinical_Officer,Y,Y,Operational
19340,Kisangula_Medical_Clinic,Western,Vihiga,Sabatia,,Medical_Clinic,Private_Practice_-_Unspecified,,,SABATIA,,0,0,,,N/A,N/A,Pending_Opening
12340,Kisasi_Dispensary_(Kitui),Eastern,Kitui,Kisasi,Chuluni,Dispensary,Ministry_of_Health,Masimbini,3kms_South_of_Kisasi_Market,KITUI_CENTRAL,Kisasi,0,0,Kitui,Nursing_Officer_in_Charge,N,N,Operational
16744,Kisasi_Medical_Clinic,Eastern,Kitui,Kisasi,Central,Dispensary,Private_Enterprise_(Institution),Kisasi,Kisasi_Market,KITUI_CENTRAL,Kisasi,0,0,Kitui,Nursing_Officer_in_Charge,N,N,Operational
12341,Kisau_Sub_District_Hospital,Eastern,Makueni,Mbooni_East,Kisau,Sub-District_Hospital,Ministry_of_Health,Waia,,MBOONI,Mbumbuni_Market,50,2,MBUMBUNI,Clinical_Officer,Y,Y,Operational
17911,Kisauni_Dispensary,Coast,Mombasa,Kisauni,Kisauni,Dispensary,Local_Authority,Frere_Town,Off_New_Malindi/Mombasa_road_near_Frere_Town_Primary_School,KISAUNI,Near_Frere_Town_Primary_School,0,0,Mombasa,Nursing_Officer_in_Charge,N,N,Operational
17623,Kisauni_Drop_In_VCT,Coast,Mombasa,Kisauni,Kisauni,VCT_Centre_(Stand-Alone),Non-Governmental_Organizations,,,KISAUNI,,0,0,,,N/A,N/A,Operational
11487,Kisauni_Medical_Clinic,Coast,Kilifi,Kilifi_North,Bahari,Medical_Clinic,Private_Enterprise_(Institution),Township,,BAHARI,Kilifi,0,0,Kilifi,,N,N,Operational
12342,Kisayani_Health_Centre,Eastern,Kitui,Mutomo,Mutomo,Health_Centre,Ministry_of_Health,Kibwea,,KITUI_SOUTH,Mutomo,2,0,Mutomo,Nursing_Officer_in_Charge,N,N,Operational
21009,Kisayani_Medical_Clinic-kibwezi_west,Eastern,Makueni,Makindu,Kibwezi,Medical_Clinic,Private_Practice_-_Clinical_Officer,,Along_Kibwezi-_Kitui_road,KIBWEZI,Kisayani_Market,0,0,,,N,Y,Operational
13701,Kisegi_Sub-District_Hospital,Nyanza,Homa_Bay,Suba,Gwassi,Sub-District_Hospital,Ministry_of_Health,Uterere,,GWASI,Nyagwethe,24,2,Mbita,Clinical_Officer,Y,Y,Operational
20413,Kisekini_Dispensary_,Eastern,Kitui,Katulani,Mulango,Dispensary,Ministry_of_Health,Kisekini,Located_in_the_compound_of_Kisekini_Primary_School,KITUI_CENTRAL,Kisekini_I_Shopping_Centre,0,0,,,N,N,Pending_Opening
20044,Kisembe_Dispensary,Western,Kakamega,Kakamega_Central_(Lurambi),Navakholo,Dispensary,Ministry_of_Health,Bunyala_East,,LURAMBI,Kochwa,5,2,,Nursing_Officer_in_Charge,N,Y,Operational
13035,Kisembo_Dispensary,Nairobi,Nairobi,Kibra,Kibra,Dispensary,Private_Enterprise_(Institution),Lindi,Opposite_Kibera_South_Dispensary_at_Lindi,KIBRA,Nairobi,0,0,Nairobi,Clinical_Officer,N,N,Operational
20677,Kisera_Dispensary,Rift_Valley,West_Pokot,Pokot_Central,Chesegon,Dispensary,Ministry_of_Health,,,SIGOR,,0,0,Kapenguria,Nursing_Officer_in_Charge,N,Y,Operational
14941,Kiserian_Dispensary,Rift_Valley,Baringo,Marigat,Mukutani,Dispensary,Other_Faith_Based,Kiserian_,,BARINGO_CENTRAL,Marigat,0,0,Marigat,Nursing_Officer_in_Charge,N,N,Operational
14942,Kiserian_Medical_Clinic,Rift_Valley,Kajiado,Kajiado_North,Ngong,Medical_Clinic,Private_Practice_-_Clinical_Officer,Oltinyani,,KAJIADO_NORTH,Ngong,0,0,,,N,Y,Operational
12343,Kisesini_Dispensary,Eastern,Machakos,Yatta,Katangi,Dispensary,Ministry_of_Health,Kisesini,,YATTA,Kyua,0,0,Katangi,Nursing_Officer_in_Charge,N,N,Operational
12345,Kiseuni_Dispensary_,Eastern,Machakos,Masinga,Masinga,Dispensary,Ministry_of_Health,Kiseuni,its_located_some_few_kilometres_from_Kaewa[embu_road],MASINGA,Kaewa,0,1,Kindaruma,Nursing_Officer_in_Charge,N,N,Operational
12344,Kiseuni_Dispensary_(Kitui),Eastern,Kitui,Lower_Yatta,Kanyangi,Dispensary,Ministry_of_Health,Kiseuni,Kiseuni_Market,KITUI_WEST,Kiseuni_Market,0,0,Kitui,Nursing_Officer_in_Charge,N,N,Operational
12346,Kiseveni_Dispensary,Eastern,Kitui,Kitui_West,Kauwi,Dispensary,Ministry_of_Health,Kiseveni,Kiseveni_Primary_School,KITUI_WEST,Kabati,0,0,Kabati,Nursing_Officer_in_Charge,N,N,Operational
17160,Kishaunet_Dispensary,Rift_Valley,West_Pokot,West_Pokot,Kapenguria,Dispensary,Ministry_of_Health,Kishaunet,"Kapenguria-_Makutano_Kacheliba_Road_near_Nasokol_Girls_Secondary__school.
Located_at_Kishaunet_market",KAPENGURIA,Kishaunet,0,0,,,N/A,N/A,Not-Operational
19736,Kishon,Rift_Valley,Narok,Narok_South,Ololulunga,Health_Centre,Non-Governmental_Organizations,Melelo,,NAROK_SOUTH,Ololulunga,6,2,Ololulunga,Clinical_Officer,Y,Y,Operational
11488,Kishushe_Dispensary,Coast,Taita_Taveta,Wundanyi,Wundanyi,Dispensary,Ministry_of_Health,Kishushe,Next_to_Mbela_High_School,WUNDANYI,Kishushe,0,0,Werugha,Nursing_Officer_in_Charge,N,N,Operational
21049,Kisii_Blood_Satellite,Nyanza,Kisii,Kisii_Central,Municipality,Regional_Blood_Transfusion_Centre,Ministry_of_Health,Township,,KITUTU_CHACHE,Kisii_Municipal_Mkt,0,0,Kisii,Clinical_Officer,Y,Y,Operational
13702,Kisii_Campus_Dispensary,Nyanza,Kisii,Kisii_Central,Municipality,Dispensary,Other_Public_Institution,Nyaura,,NYARIBARI_CHACHE,Mwembe,3,0,Kisii,Clinical_Officer,Y,Y,Operational
21018,Kisii_County_Beyond_Zero_Mobile_Clinic,Nyanza,Kisii,Kisii_Central,Mosocho,Medical_Clinic,Ministry_of_Health,Township,,KITUTU_CHACHE,Kisii_Municipal_Mkt,0,0,Kisii,Nursing_Officer_in_Charge,N,N,Operational
13703,Kisii_Hospital_(Level_5),Nyanza,Kisii,Kisii_Central,Municipality,District_Hospital,Ministry_of_Health,Bosongo,,KITUTU_CHACHE,Kisii_Municipal_Mkt,379,20,Kisii,Medical_Superintendant,Y,Y,Operational
12347,Kisiiki_Dispensary,Eastern,Machakos,Yatta,yatta,Dispensary,Ministry_of_Health,Mavoloni,,YATTA,Kisiiki,2,0,Ndalani,Nursing_Officer_in_Charge,N,N,Operational
19291,Kisima_Community_Medical_Clinic,Rift_Valley,Samburu,Samburu_Central,Lorroki,Medical_Clinic,Private_Practice_-_Nurse_/_Midwife,Kisima,In_Lmarge_Enterprise_Building,SAMBURU_WEST,Kisima_shopping_Centre,0,0,Maralal,Nursing_Officer_in_Charge,N,Y,Unknown
14943,Kisima_Health_Centre,Rift_Valley,Samburu,Samburu_Central,Lorroki,Dispensary,Ministry_of_Health,Lmisigiyoi,Next_to_Kisima_Primary_school,SAMBURU_WEST,Kisima_Town,6,2,_Maralal,Nursing_Officer_in_Charge,N,Y,Operational
11489,Kisimani_Health_Services,Coast,Mombasa,Kisauni,Kisauni,Health_Centre,Private_Enterprise_(Institution),Kisauni,,KISAUNI,Mombasa,6,0,Mombasa,,N,N,Operational
19628,Kisiwani_VCT,Coast,Mombasa,Mvita,Island,VCT_Centre_(Stand-Alone),Other_Faith_Based,Tononoka,At_Methodist_Church_opposite_Tononoka_Social_Hall,MVITA,Mwembe_Tayari,0,0,,,N,N,Operational
20128,Kisoi_Munyao_Memorial_Dispensary,Eastern,Makueni,Mbooni_East,Waia,Dispensary,Ministry_of_Health,Muiu,Near_Muiu_Market,MBOONI,Muiu_Market,2,2,,,N/A,N/A,Pending_Opening
14944,Kisok_Dispensary,Rift_Valley,Baringo,Baringo_Central,Kabarnet_,Dispensary,Community,Sagasak,,BARINGO_CENTRAL,Kabarnet,0,0,Kabarnet,Nursing_Officer_in_Charge,N,N,Pending_Opening
16672,Kisonei_Dispensary,Rift_Valley,Baringo,Baringo_Central,Tenges,Dispensary,Ministry_of_Health,Kisonei,,BARINGO_CENTRAL,Kabarnet,0,0,Kabarnet,Nursing_Officer_in_Charge,N,N,Operational
14945,Kisor_Dispensary,Rift_Valley,Uasin_Gishu,Wareng,Kapseret,Dispensary,Ministry_of_Health,Simat,,ELDORET_SOUTH,Eldoret,0,0,Eldoret,Nursing_Officer_in_Charge,N,N,Operational
19935,Kisovo_Dispensary,Eastern,Kitui,Mwingi_Central,Mumbuni,Dispensary,Ministry_of_Health,Kisovo,,MWINGI_SOUTH,Kisovo,0,0,Mwingi,,N/A,N/A,Pending_Opening
20193,Kisukioni_Dispensary,Eastern,Machakos,Matungulu,Central,Dispensary,Ministry_of_Health,Kisukioni,On_Tala_-_Donyo_Sabuk_-_Thika_Road_at_Kisukioni_Market,KANGUNDO,Kisukioni,0,0,Tala,,N,N,Pending_Opening
12348,Kisukioni_Medical_Clinic,Eastern,Machakos,Kangundo,Matungulu,Medical_Clinic,Private_Enterprise_(Institution),Kalandini_,,KANGUNDO,Kisukioni,0,0,,,N,N,Operational
20965,Kisumu_Beyond_Zero_Mobile_Clinic,Nyanza,Kisumu,Kisumu_East,Winam,Dispensary,Ministry_of_Health,Market_Milimani,Located_next_to_the_County_Offices_,KISUMU_TOWN_EAST,Central_Business_District,0,0,Kisumu,Nursing_Officer_in_Charge,N,N,Operational
20964,Kisumu_Diagnostic_Center,Nyanza,Kisumu,Kisumu_East,Winam,Laboratory_(Stand-alone),Private_Enterprise_(Institution),Southern,Located_along_Angawa_Avenue__next_to_old_fire_station,KISUMU_TOWN_EAST,Central_Business_District,0,0,kisumu,,N,N,Operational
13704,Kisumu_District_Hospital,Nyanza,Kisumu,Kisumu_East,Winam,District_Hospital,Ministry_of_Health,Northern,,KISUMU_TOWN_EAST,Kisumu,195,0,Kisumu,Medical_Superintendant,N,N,Operational
17553,Kisumu_International_Airport_Dispensary,Nyanza,Kisumu,Kisumu_West,Winam,Dispensary,Ministry_of_Health,Kogony,,KISUMU_TOWN_EAST,Bandani,0,0,Kisumu,Nursing_Officer_in_Charge,N,N,Operational
19869,Kisumu_Police_Lines_Dispensary,Nyanza,Kisumu,Kisumu_East,Winam,Dispensary,Ministry_of_Health,,,KISUMU_TOWN_EAST,Kisumu_Bus_Stage,0,0,,Nursing_Officer_in_Charge,N,N,Operational
20415,Kisyoka_Dispensary,Eastern,Kitui,Katulani,Itoleka,Dispensary,Ministry_of_Health,Kisyoka,,KITUI_CENTRAL,KIisyoka_Shopping_Centre,0,0,,,N/A,N/A,Pending_Opening
18522,Kitaima_Dispensary,Rift_Valley,Bomet,Bomet_Central,Bomet_central,Dispensary,Ministry_of_Health,Sibayan,Near_Kapkoros_tea_factory,BOMET,kapkoros,0,0,bomet,Nursing_Officer_in_Charge,N,N,Operational
14946,Kitalale_Dispensary,Rift_Valley,Trans_Nzoia,Trans_Nzoia_West,Saboti_,Dispensary,Ministry_of_Health,Teldet,,SABOTI,Kitale,,,Kitale,,N,N,Operational
19743,Kitale_Cottage_Hospital,Rift_Valley,Trans_Nzoia,Trans_Nzoia_West,Central,Nursing_Home,Private_Practice_-_Medical_Specialist,Milimani,Situated_on_Kitale_Kapenguria_road_opposite_Kitale_District_Hospital,SABOTI,Kitale,0,0,Kitale,Doctor_In_Charge,N,Y,Operational
14947,Kitale_District_Hospital,Rift_Valley,Trans_Nzoia,Trans_Nzoia_West,Central,District_Hospital,Ministry_of_Health,Naisambu,,SABOTI,Kitale,250,12,Kitale,,N,N,Operational
19670,Kitale_Eye_Care_Clinic,Rift_Valley,Trans_Nzoia,Trans_Nzoia_West,Central_(Municipality),Eye_Clinic,Private_Practice_-_Clinical_Officer,Kipsongo,Within_Kitale_town_at_Lulu_House_next_to_Kitale_Law_Courts,SABOTI,Within_Kitale_town,0,0,Kitale,Clinical_Officer,N,Y,Operational
19744,Kitale_Medical_Centre_-_Dr_Kamau's_MC,Rift_Valley,Trans_Nzoia,Trans_Nzoia_West,Central,Medical_Clinic,Private_Practice_-_Medical_Specialist,Milimani,Situated_at_the_Kitale_Medical_Centre_opposite_the_Kitale_District_Hospital,SABOTI,Kitale,0,0,Kitale,Doctor_In_Charge,N,Y,Operational
19745,Kitale_Medical_Centre_-_Dr_Kiprop's_MC,Rift_Valley,Trans_Nzoia,Trans_Nzoia_West,Central,Dental_Clinic,Private_Practice_-_Medical_Specialist,Milimani,At_Kitale_Medical_Centre_opposite_The_Kitale_District_Hospital,SABOTI,Kitale,0,0,Kitale,Doctor_In_Charge,N,Y,Operational
19691,Kitale_Medical_Centre_-_Dr_Omunyin,Rift_Valley,Trans_Nzoia,Trans_Nzoia_West,Central,Medical_Clinic,Private_Practice_-_General_Practitioner,Milimani,Situated_along_the__Kitale/Lodwar_road_opposite_Kitale_District_Hospital,SABOTI,Kitale,0,0,Kitale,Doctor_In_Charge,N,Y,Operational
19747,Kitale_Medical_Centre_-_Dr_Onyango's_MC,Rift_Valley,Trans_Nzoia,Trans_Nzoia_West,Central,Medical_Clinic,Private_Practice_-_General_Practitioner,Milimani,At_Kitale_Medical_Centre_opposite_the_Kitale_District_Hospital,SABOTI,Kitale,0,0,Kitale,Doctor_In_Charge,N,Y,Operational
19847,Kitale_Medical_Centre_-_Sloam_CBO,Rift_Valley,Trans_Nzoia,Trans_Nzoia_West,Central,Medical_Clinic,Non-Governmental_Organizations,Milimani,Situated_at_the_Kitale_Medical_Centre_opposite_Kitale_District_Hospital,SABOTI,Kitale,0,0,Kitale,Clinical_Officer,N,Y,Operational
14948,Kitale_Mobile_Clinic,Rift_Valley,Trans_Nzoia,Trans_Nzoia_West,Central,Dispensary,Other_Faith_Based,Matisi,,SABOTI,Kitale,0,0,,,N,N,Operational
14949,Kitale_Nursing_Home,Rift_Valley,Trans_Nzoia,Trans_Nzoia_West,Central,Other_Hospital,Private_Enterprise_(Institution),Tuwani,,SABOTI,Kitale,22,0,,,N,N,Operational
19684,Kitale_Sch_Sanatorium,Rift_Valley,Trans_Nzoia,Trans_Nzoia_West,Central,Dispensary,Other_Public_Institution,Grassland,Situated_before_the_Kitale/Kisumu_Highways_junction_on_the_rightfrom_Kitale_town,SABOTI,Kitale,0,0,Kitale,Nursing_Officer_in_Charge,N/A,N/A,Operational
18441,Kitambaasye_Dispensary,Eastern,Machakos,Matungulu,Kyanzaui,Dispensary,Ministry_of_Health,Kiboko,Along_Tala_-Donyo_Sabuk_road_near_Kwa_Mwaura_Market,KANGUNDO,Kwa_Mwaura_Market,0,0,Tala,,N,N,Operational
17451,Kitamwiki_Community_Dispensary,Eastern,Kitui,Kitui_West,Mutonguni,Dispensary,Community,Mithini,3km_East_of_Kabati_Town,KITUI_WEST,Kitamwiki,0,0,Kabati,Hospital_Director,N,N,Pending_Opening
12349,Kitangani_Dispensary,Eastern,Machakos,Masinga,Masinga,Dispensary,Ministry_of_Health,Kitangani,,MASINGA,Kitangani,0,1,Kitangani,Nursing_Officer_in_Charge,N,N,Operational
13705,Kitare_Health_Centre,Nyanza,Homa_Bay,Mbita,Mbita,Health_Centre,Ministry_of_Health,Kayanja,,MBITA,Kitare,8,0,Mbita,Clinical_Officer,Y,Y,Operational
17469,Kiteje_Dispensary,Coast,Kwale,Matuga,Matuga,Dispensary,Ministry_of_Health,Kiteje,Entry_road_to_facility_is_at_police_checkpoint_junction_on_Likoni_-_Ukunda_highway,MATUGA,Likoni,0,0,Kwale,Nursing_Officer_in_Charge,N,N,Operational
20324,kitende_Dispensary,Eastern,Makueni,Makindu,Nguu_,Dispensary,Ministry_of_Health,,,KIBWEZI,Masumba_Market,0,0,,Nursing_Officer_in_Charge,N,N,Operational
20804,Kiteng'ei_Dispensary,Eastern,Makueni,Kibwezi,,Dispensary,Ministry_of_Health,,,KIBWEZI,,0,0,,,N/A,N/A,Pending_Opening
18737,Lobei_Health_Centre,Rift_Valley,Turkana,Loima,Turkwel,Health_Centre,Ministry_of_Health,Lobei,Along_Lorugum_-_Lorengippi_-_Loya_Road_,LOIMA,Lorugum,20,0,Lodwar,Nursing_Officer_in_Charge,Y,Y,Operational
15042,Loboi_Dispensary,Rift_Valley,Baringo,Marigat,Marigat,Dispensary,Ministry_of_Health,Loboi,,BARINGO_CENTRAL,Marigat_,0,0,Marigat,Nursing_Officer_in_Charge,N,N,Operational
19508,Local_Aid_Organization,Nairobi,Nairobi,Dagoretti_North,Riruta,Dispensary,Private_Enterprise_(Institution),Ngando,Ngando_Chiefs_Camp,DAGORETTI_NORTH,,0,0,,Nursing_Officer_in_Charge,N,N,Operational
